InputMapCount(Z+AF8-mapping),764
96,4
91,6
108,5
91,7
109,5
91,8
121,6
92,6
94,6
92,7
107,3
94,7
95,3
94,8
138,2
95,4
138,3
96,5
108,6
97,6
124,7
98,4
100,4
98,5
103,5
100,5
103,6
101,7
112,7
102,5
117,2
102,6
118,2
108,7
109,6
108,8
121,7
109,7
121,8
115,1
116,2
115,2
117,3
115,3
118,3
115,4
143,1
116,3
117,4
116,4
118,4
116,5
143,2
117,5
118,5
117,6
143,3
118,6
131,1
118,7
132,2
118,8
143,4
119,2
120,2
119,3
121,9
119,4
122,2
119,5
124,8
119,6
125,2
119,7
126,1
119,8
127,1
119,9
128,1
119,10
129,1
119,11
130,1
119,12
131,2
119,13
132,3
119,14
144,1
120,3
121,10
120,4
122,3
120,5
123,1
120,6
124,9
120,7
125,3
120,8
127,2
120,9
128,2
120,10
129,2
120,11
130,2
120,12
131,3
120,13
132,4
121,11
122,4
121,12
123,2
121,13
124,10
121,14
125,4
121,15
127,3
121,16
128,3
121,17
129,3
121,18
131,4
121,19
132,5
122,5
123,3
122,6
124,11
122,7
125,5
122,8
131,5
122,9
132,6
122,10
133,1
122,11
143,5
123,4
124,12
123,5
125,6
123,6
131,6
123,7
132,7
124,13
125,7
124,14
128,4
124,15
131,7
124,16
132,8
124,17
133,2
124,18
143,6
125,8
127,4
125,9
128,5
125,10
129,4
125,11
130,3
125,12
131,8
125,13
132,9
127,5
128,6
127,6
129,5
128,7
129,6
128,8
130,4
128,9
131,9
130,5
131,10
130,6
132,10
130,7
144,2
131,11
132,11
131,12
133,3
131,13
143,7
131,14
144,3
132,12
133,4
132,13
143,8
132,14
144,4
133,5
143,9
134,1
131,15
134,2
136,1
134,3
139,1
134,4
141,1
134,5
142,1
134,6
144,5
134,7
145,1
135,2
95,5
135,3
136,2
135,4
138,4
135,5
141,2
136,3
115,5
136,4
116,6
136,5
117,7
136,6
118,9
136,7
138,5
136,8
139,2
136,9
140,1
136,10
141,3
136,11
142,2
136,12
143,10
136,13
145,2
137,1
139,3
137,2
140,2
137,3
145,3
139,4
140,3
139,5
141,4
139,6
142,3
139,7
145,4
140,4
145,5
141,5
115,6
141,6
116,7
141,7
117,8
141,8
118,10
141,9
131,16
141,10
132,15
141,11
142,4
141,12
143,11
141,13
144,6
141,14
145,6
142,5
115,7
142,6
116,8
142,7
117,9
142,8
118,11
142,9
119,15
142,10
120,14
142,11
122,12
142,12
124,19
142,13
125,14
142,14
130,8
142,15
131,17
142,16
132,16
142,17
133,6
142,18
143,12
142,19
144,7
142,20
145,7
143,13
144,8
144,9
145,8
outputMapCountLocal,23
12,0
66,0
69,0
17,0
61,0
58,0
89,0
12,1
12,1
66,1
66,1
69,1
17,1
69,1
61,1
61,1
61,1
61,1
58,1
58,1
58,1
89,1
89,1
VhatIndexCountNeighbour,14
0,6+AC0-0
1,8+AC0-0
2,11+AC0-0
13,22+AC0-0
20,32+AC0-0
21,45+AC0-0
22,46+AC0-0
23,54+AC0-0
24,55+AC0-0
25,56+AC0-0
26,57+AC0-0
44,76+AC0-0
49,83+AC0-0
50,87+AC0-0
